iter	Passed	Remaining
197	6771	27427
198	6806	27396
199	6830	27321
200	6868	27303
201	6889	27217
202	6922	27179
203	6964	27173
204	6981	27075
205	7016	27044
206	7051	27012
207	7070	26921
208	7099	26869
209	7134	26838
210	7152	26747
211	7174	26668
212	7195	26587
213	7214	26498
214	7231	26401
215	7249	26312
216	7268	26226
217	7287	26139
218	7303	26044
219	7322	25960
220	7340	25873
221	7358	25788
222	7375	25699
223	7395	25620
224	7414	25537
225	7450	25516
226	7469	25435
227	7487	25350
228	7524	25334
229	7544	25257
230	7578	25229
231	7616	25213
232	7635	25135
233	7670	25108
234	7706	25086
235	7739	25053
236	7774	25028
237	7793	24953
238	7832	24938
239	7850	24860
240	7867	24777
241	7886	24701
242	7905	24628
243	7927	24561
244	7945	24484
245	7964	24410
246	7982	24335
247	8001	24263
248	8019	24188
249	8038	24114
250	8059	24048
251	8075	23970
252	8093	23897
253	8111	23822
254	8130	23752
255	8151	23690
256	8169	23619
257	8190	23555
258	8219	23516
259	8240	23455
260	8277	23437
261	8296	23370
262	8315	23302
263	8332	23229
264	8351	23164
265	8387	23145
266	8406	23079
267	8428	23020
268	8465	23004
269	8502	22988
270	8538	22969
271	8557	22902
272	8589	22873
273	8633	22875
274	8666	22848
275	8702	22827
276	8723	22768
277	8742	22704
278	8782	22695
279	8817	22674
280	8834	22604
281	8855	22547
282	8874	22483
283	8907	22458
284	8926	22393
285	8956	22361
286	8981	22312
287	9001	22254
288	9019	22191
289	9053	22164
290	9092	22152
291	9136	22154
292	9157	22097
293	9174	22031
294	9192	21969
295	9211	21908
296	9257	21911
297	9275	21849
298	9310	21828
299	9328	21767
300	9365	21749
301	9401	21728
302	9440	21716
303	9466	21672
304	9487	21618
305	9509	21567
306	9530	21513
307	9550	21456
308	9585	21435
309	9604	21377
310	9623	21319
311	9654	21289
312	9673	21231
313	9703	21200
314	9728	21155
315	9749	21103
316	9767	21045
317	9786	20988
318	9811	20944
319	9827	20883
320	9847	20829
321	9866	20775
322	9886	20721
323	9905	20666
324	9927	20618
325	9961	20596
326	10001	20584
327	10035	20560
328	10054	20507
329	10088	20481
330	10104	20423
331	10123	20368
332	10161	20353
333	10194	20328
334	10216	20280
335	10254	20264
336	10272	20209
337	10294	20163
338	10313	20109
339	10333	20058
340	10364	20030
341	10399	20008
342	10423	19966
343	10457	19942
344	10493	19921
345	10529	19901
346	10550	19855
347	10585	19833
348	10607	19786
349	10643	19766
350	10701	19786
351	10732	19756
352	10769	19739
353	10807	19721
354	10840	19696
355	10861	19648
356	10894	19622
357	10913	19571
358	10949	19549
359	10985	19530
360	11022	19511
361	11055	19485
362	11089	19460
363	11125	19439
364	11146	19391
365	11167	19345
366	11187	19295
367	11222	19272
368	11257	19251
369	11278	19203
370	11313	19180
371	11334	19134
372	11354	19086
373	11388	19061
374	11406	19011
375	11443	18992
376	11460	18939
377	11477	18886
378	11512	18863
379	11547	18840
380	11567	18792
381	11587	18746
382	11605	18695
383	11640	18672
384	11675	18650
385	11710	18626
386	11754	18618
387	11771	18567
388	11808	18546
389	11838	18516
390	11881	18505
391	11913	18478
392	11951	18460
393	11988	18439
394	12023	18415
395	12060	18394
396	12082	18352
397	12109	18316
398	12144	18292
399	12180	18271
400	12217	18249
401	12251	18224
402	12285	18200
403	12306	18155
404	12328	18111
405	12349	18068
406	12384	18044
407	12403	17996
408	12422	17949
409	12443	17906
410	12461	17858
411	12495	17833
412	12516	17790
413	12536	17745
414	12566	17714
415	12588	17671
416	12623	17648
417	12644	17604
418	12664	17560
419	12683	17514
420	12715	17487
421	12746	17459
422	12782	17435
423	12819	17415
424	12841	17374
425	12879	17354
426	12904	17317
427	12939	17292
428	12964	17256
429	12986	17214
430	13019	17188
431	13038	17143
432	13063	17106
