iter	QueryRMSE
166	27.91724744
167	27.91548172
168	27.91545803
169	27.91545304
170	27.91296762
171	27.9110158
172	27.909221
173	27.90740363
174	27.90486635
175	27.90295388
176	27.90153784
177	27.89942551
178	27.89774601
179	27.89616249
180	27.89359549
181	27.89240737
182	27.89240862
183	27.89109439
184	27.88949677
185	27.88948429
186	27.88946057
187	27.88945558
188	27.88945683
189	27.88945808
190	27.88944435
191	27.88944435
192	27.88943186
193	27.88800641
194	27.88572951
195	27.88572577
196	27.88572202
197	27.88571953
198	27.88418901
199	27.8841578
200	27.882375
201	27.88235752
202	27.88234504
203	27.88157845
204	27.88157845
205	27.87973805
206	27.87792501
207	27.87792126
208	27.87788005
209	27.87561482
210	27.87561232
211	27.87561357
212	27.87560108
213	27.87558735
214	27.87557985
215	27.87558235
216	27.87557611
217	27.8755811
218	27.8755836
219	27.87556986
220	27.8755811
221	27.87557111
222	27.87557861
223	27.87557361
224	27.87557111
225	27.87392764
226	27.87391141
227	27.87391016
228	27.8718307
229	27.8718257
230	27.87075657
231	27.87075157
232	27.87075282
233	27.8689192
234	27.86778375
235	27.86679565
236	27.86611233
237	27.86611483
238	27.86382741
239	27.86382616
240	27.86382616
241	27.86382366
242	27.86381866
243	27.86381491
244	27.86381241
245	27.86381491
246	27.86380991
247	27.86381241
248	27.86381491
249	27.86381116
250	27.86380617
251	27.86380617
252	27.86380242
253	27.86380242
254	27.86380742
255	27.86380492
256	27.86380367
257	27.86380242
258	27.86377868
259	27.86377493
260	27.86126492
261	27.86125617
262	27.86125867
263	27.86125867
264	27.86125117
265	27.86010541
266	27.86010166
267	27.86007917
268	27.85781499
269	27.8554494
270	27.85354979
271	27.85354479
272	27.85258993
273	27.84957767
274	27.84766516
275	27.84626756
276	27.84626131
277	27.84626131
278	27.84625756
279	27.84381848
280	27.84381598
281	27.84380348
282	27.84380222
283	27.84230066
284	27.84229816
285	27.84225815
286	27.8422444
287	27.84224315
288	27.84224315
289	27.84052644
290	27.83899594
291	27.83738157
292	27.83737657
293	27.83738032
294	27.83738032
295	27.83737907
296	27.83560578
297	27.83560453
298	27.83374233
299	27.83373983
300	27.83247037
301	27.83133342
302	27.82903063
303	27.82902688
304	27.82902688
305	27.82902563
306	27.82902438
307	27.82902438
308	27.82721678
309	27.82722053
310	27.82722178
311	27.827183
312	27.82717925
313	27.82714297
314	27.82712546
315	27.82712296
316	27.82712171
317	27.8271192
318	27.82711795
319	27.8271142
320	27.82711795
321	27.8271142
322	27.82711545
323	27.82711545
324	27.8271167
325	27.82609338
326	27.82442447
327	27.82322464
328	27.82322214
329	27.8221699
330	27.82217115
331	27.8221699
332	27.82064089
333	27.81923944
334	27.81924945
335	27.81666909
336	27.81666659
337	27.81666533
338	27.81666283
339	27.81666158
340	27.81564038
341	27.81385444
342	27.81383817
343	27.81258907
344	27.81081546
345	27.808879
346	27.80888025
347	27.80756208
348	27.80756208
349	27.80584823
350	27.80428452
351	27.80425072
352	27.80271196
353	27.80013633
354	27.79865745
355	27.79862364
356	27.7974515
357	27.79742896
358	27.79569696
359	27.79441949
360	27.7928589
361	27.79175791
362	27.79013328
363	27.78861379
364	27.78861629
365	27.78861253
366	27.78861253
367	27.7866169
368	27.7846349
369	27.78463364
370	27.78322536
371	27.78321408
372	27.78321784
373	27.78158269
374	27.78157643
375	27.77972815
376	27.77971813
377	27.7797269
378	27.77819555
379	27.7765388
380	27.77651875
381	27.77650371
382	27.77650622
383	27.7751088
384	27.77352581
385	27.77159051
386	27.76951092
387	27.76950716
388	27.76816706
389	27.7681495
390	27.7681307
391	27.7677007
392	27.76553932
393	27.76336147
394	27.76208878
395	27.76009625
396	27.76007995
397	27.76004359
398	27.75852746
399	27.75729468
400	27.75543977
401	27.75405635
402	27.75265529
403	27.7526578
404	27.75265404
405	27.75265404
406	27.75072105
407	27.75071854
408	27.75071603
409	27.75069972
410	27.75069721
411	27.74917054
412	27.7491743
413	27.74917305
414	27.7491442
415	27.74914169
416	27.74725487
417	27.74725612
418	27.74725361
419	27.74725236
420	27.74666521
421	27.74664388
422	27.74513706
423	27.74338046
424	27.74335411
425	27.74093233
426	27.74090975
427	27.73941893
428	27.73931351
429	27.73930222
430	27.73780002
431	27.73779876
432	27.73778872
